Unnamed: 0,Affiliate_id,Affiliate_name,Address,City,State,Zip,Country,Website,Phone,Latitude,Longitude,Count_x,Name_x,Overall_percentile_x,Count_y,Name_y,Overall_percentile_y
994,1588,CrossFit Clayton,318 West Main Street,Clayton,NC,27520,United States,http://www.crossfitclayton.com,(614) 327-8410,35.6548,-78.4619,22,Jared Butler,96.9934,17,Chela Cayes,95.1159
995,1589,CrossFit Dragonfire,18412 NE Halsey Street,Portland,OR,97230,United States,http://www.crossfitdragonfire.com,(971) 219-7581,45.5334,-122.4742,14,Cameron Pernich,99.9543,13,Cheyenne Rahn,97.7551
996,1590,CrossFit Zaragoza,"Benjamin Franklin Nº 6, Nave A",Zaragoza,Zaragoza,50014,Spain,http://www.crossfitzaragoza.es/,0034 976464271,41.6659,-0.8664,24,Eliecer Romo,88.4794,7,Rosa Valdearcos Ayala,90.2119
997,1592,CrossFit Rise,"1207 Remington Road, Suite 107",Schaumburg,IL,60173,United States,http://www.CrossFitRise.com,(630) 881-2153,42.0533,-88.0518,44,Mitchell Stech,99.1541,32,Bridget Erickson,99.723
998,1593,CrossFit Battlefield,"115 Hempstead Drive, Unit 3",Hamilton,ON,L8W 2C7,Canada,http://crossfitbattlefield.com,(905) 902-2296,43.1956,-79.8362,17,Kevin Lamanes,91.2802,15,Amanda Konefal,91.9959
999,1595,West Plano CrossFit,"3115 W Parker Road, Suite 335",Plano,TX,75023,United States,http://westplanocrossfit.com,(469) 999-6675,33.0413,-96.755,21,Justin Boyde,98.8489,12,Mel Boyde,98.1556
1000,1597,CrossFit Beaumont,2895 Laurel Avenue,Beaumont,TX,77702,United States,http://www.crossfitbeaumont.com,(409) 651-5679,30.0824,-94.132,16,Jason Babcock,96.1391,5,Ashton Marchand,81.6295
1001,1600,CrossFit Old School,512 College Street,Bowling Green,KY,42101,United States,http://www.crossfitoldschool.com,(270) 314-1039,36.9971,-86.4367,26,Aaron Clark,99.4923,11,Fran Bowen,92.4239
1002,1602,Crank CrossFit,12117 SW 114 Place,Miami,FL,33176,United States,http://www.crankcrossfit.com,(305) 336-4292,25.655,-80.382,,,,,,
1003,1608,Maple Valley CrossFit,"23130 224 Place SE, Suite103",Maple Valley,WA,98038,United States,http://www.maplevalleycrossfit.com,(425) 417-5967,47.3661,-122.0447,6,Chris Nielsen,86.9578,5,Amanda Robertson,68.3485
1004,1612,CrossFit Citadel,110 Triple Creek Ste 60,Longview,TX,75601,United States,http://www.crossfitcitadel.com,(903) 215-8404,32.5201,-94.738,14,Alejandro Rios,88.8622,15,Hayley Hunter,99.0843
1005,1613,CrossFit Spirit,2577 Center Road,Hinckley,OH,44223-9561,United States,http://www.crossfitspirit.com,(330) 242-2584,41.2396,-81.7788,20,Justin Phenney,87.7781,18,Vicky Chmura,99.1628
1006,1615,Lightning CrossFit,Building 1309,Eglin AFB,FL,32542,United States,http://www.LightningCrossFit.com,(571) 213-3853,,,19,Mitchell Kim,97.8446,8,Li-Ping Chew,98.0149
1007,1618,Arrow CrossFit,"1588 Arrow Highway, Suite A",La Verne,CA,91750,United States,http://www.arrowcrossfit.com/,(909) 833-9927,34.0997,-117.7798,5,Michael Brooks,98.2046,2,Christine Foote,96.3699
1008,1620,World Camp CrossFit,2231 E. Dawson Rd,Albany,GA,31707,United States,http://www.worldcampcf.com/,(229) 343-5369,31.603,-84.2026,14,Tanner Cook,99.4338,6,Marlin jones,93.5908
1009,1621,Beaverton CrossFit,"16305 NW Bethany Court, Suite 115A",Beaverton,OR,97006,United States,http://www.beavertoncrossfit.com/,(503) 341-4447,45.5293,-122.8437,42,Matt DeJesus,99.0988,28,Jennifer Howitt,99.3328
1010,1622,CrossFit Surf City,7302 Autopark Dr.,Huntington Beach,CA,92648,United States,http://www.crossfitsurfcityusa.com,(714) 653-2212,33.6941,-118.001,5,Christopher Leth,87.0311,2,Lea Szabo,59.086
1011,1623,CrossFit Warren,F E Warren AFB,Cheyenne,WY,82005,United States,http://www.crossfitwarren.com,(307) 256-2126,,,,,,,,
1012,1624,CrossFit Inspire,446 Lancaster Ave,Frazer,PA,19355,United States,http://crossfitinspire.com/,(484) 643-0109,40.0366,-75.5603,8,Dante Tuscai,99.3014,9,Brooke Proffitt,96.8437
1013,1626,CrossFit Perimeter,"6650 Roswell Rd, Suite 50",Sandy Springs,GA,30328,United States,http://www.crossfitperimeter.com,(404) 531-6872,33.9362,-84.3803,46,Donald Waldera,91.6848,25,Tracey Jones,97.4824
1014,1627,CrossFit Ignite Sydney,3/198-222 Young Street,Waterloo,NSW,2017,Australia,http://www.crossfitignitesydney.com.au/,+612 93107117,-33.8995,151.2089,7,Marek Horacek,96.5149,4,Nadine Shaw,94.5695
1015,1628,CrossFit Garland,109 S. 6th Street,Garland,TX,75040,United States,http://www.crossfitgarland.com/?id=1,(972) 494-2545,32.9122,-96.6379,3,Jacob Anderson,73.479,5,LaShonda Walton,61.4828
1016,1629,Cowboy CrossFit,1310 A Street,Salem,OR,97301,United States,http://cowboycrossfit.com/,(415) 722-2400,44.9421,-123.0226,,,,,,
1017,1632,CrossFit BNI,4021 Crescent Park Drive,Riverview,FL,33578,United States,http://www.CrossFitBNI.com,(813) 671-9230,27.9143,-82.3436,21,Andrew Christo,92.1861,8,Sheri Clark,95.1392
1018,1635,BeachSide CrossFit,"2646 Palma Drive, Unit 310 and 315",Ventura,CA,93003,United States,http://beachsidecrossfit.com/,(805) 258-3069,34.2488,-119.2262,33,Henry Torres,84.9571,14,Katie Hume,88.4659
1019,1636,Put It Up CrossFit,1774 Sandhill Road,Orem,UT,84058,United States,http://www.putitupcrossfit.com/,(801) 717-8574,40.2646,-111.7075,13,David Prieto,98.8133,18,Kyra Milligan,99.1507
1020,1639,AFS CrossFit,"Unit 1 Towergate Business Park, Colebrook Way",Andover,Hampshire,SP10 3BB,United Kingdom,http://www.alternative-fitness.co.uk/crossfit.html,+44 7810338273,51.2068,-1.5013,8,Alexander Kane,99.2647,4,Kathryn McEwen,91.7585
1021,1640,CrossFit Hawaii Guard,1095 Kekuanaoa Street,Hilo,HI,96720,United States,http://www.crossfithawaiiguard.blogspot.com,(808) 989-0246,,,,,,,,
1022,1641,Shoreline CrossFit,57 East Industrial Rd,Branford,CT,6405,United States,http://www.shorelinecrossfit.com,(203) 488-0202,41.2984,-72.7511,29,scott stewart,95.0109,22,Megin Oczkowski,99.7169
1023,1642,CrossFit Point Break,"19419 N Fwy, Suite C",Spring,TX,77388,United States,http://www.crossfitpointbreak.com,(281) 830-9183,30.0118,-95.4279,10,Sam King,92.4286,7,Abrienna Gomez,96.1464
1024,1643,Diablo CrossFit Moxie,1286 Alma Ct.,San Jose,CA,95112,United States,http://www.crossfitmoxie.com,(408) 966-0144,37.3179,-121.873,29,Troy Stinson,99.3349,16,Kelly Clark,99.5158
1025,1644,CrossFit La Jolla,970 Turquoise Street,Pacific Beach,CA,92109,United States,http://sharpefitness.net,(858) 610-0843,32.8096,-117.2562,6,Donnie Zimmerman,74.2244,2,Laura Lafranchise,95.4948
1026,1649,Pathfinder CrossFit,812 Third St.,West Lafayette,IN,47907,United States,http://pathfindercrossfit.com/,(765) 490-9532,,,,,,,,
1027,1650,CrossFit Driven,1890 S. Keaton Rd,Sanger,TX,76266,United States,http://www.crossfitdriven.com,(940) 390-0284,33.3455,-97.1869,3,Dayton Elsey,96.1167,2,Angela Elsey,86.6707
1028,1651,CrossFit Lewes,17499 Nassau Commons Blvd,Lewes,DE,19958,United States,http://www.crossfitlewes.com,(302) 462-5176,38.7479,-75.1858,15,Paul Ecker,93.7732,15,Tricia Gilson,86.8494
1029,1656,CrossFit Joust,3951 Varsity Drive,Ann Arbor,MI,48108,United States,http://crossfitjoust.wordpress.com/,(734) 929-4328,42.2302,-83.7255,5,Robert Oswald,93.1798,4,Selena Creed,82.2052
1030,1662,CrossFit Renaissance,3668 Salmon Street,Philadelphia,PA,19134,United States,http://www.crossfitrenaissance.com,(215) 760-5795,39.9894,-75.0908,8,William Shiffler,82.1335,5,Michelle Murawski,87.2446
1031,1663,CrossFit Salt,100 Commerce Center Drive,Brunswick,GA,31523,United States,http://crossfitsalt.com/,(912) 230-7651,31.136,-81.5878,5,Steven Laurenzi,70.7006,6,Rhea Watson,69.965
1032,1664,CrossFit Central Manchester,Unit 9 Red Bank,Manchester,England,M4 4HF,United Kingdom,http://www.crossfitcentralmanchester.co.uk,7595926128,53.4905,-2.2388,7,Chris Ashworth,72.5699,5,Melissa Henderson,83.5654
1033,1665,CrossFit Metropolis,156 East 100th,New York,NY,10029,United States,http://www.crossfitmetropolis.com,(646) 596-6497,40.788,-73.9487,24,Daniel Samarov,93.1623,19,Alice Pfeifer,85.2
1034,1668,CrossFit Cadence,809 University Ave,Los Gatos,CA,95030,United States,http://www.crossfitcadence.com,(408) 656-7829,37.2404,-121.9741,28,Steven Barnes,99.5103,9,Darcie McNeil,92.6889
1035,1670,CrossFit SoMo,220 N Kentucky Ave,West Plains,MO,65775,United States,http://www.crossfitsomo.com/,(417) 293-7393,36.732,-91.8761,6,Rodney Hamby,87.4299,5,Katherine Scott,81.0961
1036,1671,CrossFit Pacific Coast,220 E. Costa St,Santa Barbara,CA,93101,United States,http://gravitasfitness.com/,(310) 480-4670,34.4206,-119.6939,17,Sean Vonhoetzendorff,91.9102,13,Dani Russell,98.2178
1037,1672,CrossFit Squamish,38930 Mid Way,Squamish,BC,V8B0G7,Canada,http://www.crossfitsquamish.ca,(604) 892-1177,49.7175,-123.1513,12,Mark Dodsworth,84.4568,10,Michelle Fleury,87.3922
1038,1673,CrossFit Birkenhead,22 Mokoia Road,Birkenhead,North Shore,626,New Zealand,http://www.crossfitbirkenhead.com,+64 21 784 988,-36.8124,174.7254,17,Hamish Watson,90.9862,13,Rebecca Percy,86.9995
1039,1675,CrossFit Charlottesville,"1309 Belleview Ave, #2",Charlottesville,VA,22902,United States,http://www.crossfitcharlottesville.com,(434) 260-0209,38.0375,-78.4587,19,Scott Linton,98.371,24,Hannah Hardy,98.0676
1040,1676,Huronia CrossFit,375 William St.,Midland,ON,L4R 2S4,Canada,http://www.huroniacrossfit.ca,(705) 528-6900,44.7521,-79.8716,6,Alex Jeffrey,89.43,2,Rebecca Wheeler,95.0719
1041,1677,Ute CrossFit Sugarhouse,543 East 2100 South,Salt Lake City,UT,84106,United States,http://www.utecrossfit.com,(541) 788-6243,40.7254,-111.8753,45,Madison Perkins,96.0577,27,Brittany Perkins,93.9317
1042,1678,CrossFit Osan,Osan AB,Osan,,,"Korea, Republic of",http://cfosan.wixsite.com/home,(305) 704-7008,,,9,Charlie Orantes,98.9696,5,Kelli Wood,78.5397
1043,1680,CrossFit 1440,2018 Lomita Blvd. #10,Lomita,CA,90717,United States,http://crossfit1440.com/theblog/,(424) 835-1440,33.8002,-118.3151,7,Max Shippee,79.0264,9,Anna Dyroff,7.2731
1044,1681,Arctic CrossFit,"JBER
Elmendorf Air Force Base
7309 Johnson Ave, Hangar 5",Anchorage (near),AK,,United States,http://www.arcticcrossfit.org/,(907) 854-9787,,,8,Jacob Mello,95.7004,8,Rachel Jensen,88.5738
1045,1682,CrossFit Roseville,"8413 Washington Blvd
Suite 120",Roseville,CA,95678,United States,http://rosevillecrossfit.com/,(916) 390-1919,38.7832,-121.3033,26,Kelton McDonald,97.0025,18,Ashley Albano,99.3035
1046,1683,CrossFit Cut Walpole,"227 South Street, #6",Walpole,MA,2081,United States,http://www.crossfitcut.com,(508) 921-3049,42.133,-71.2539,8,Bradford Reycroft,97.3794,8,Alicia Reycroft,82.6824
1047,1685,CrossFit North Miami Beach,1690 NE 134 Street,North Miami Beach,FL,33181,United States,http://www.crossfitnmb.com,(305) 608-9358,25.8992,-80.1656,,,,,,
1048,1686,Mission CrossFit,25322 Jeronimo Road,Lake Forest,CA,92630,United States,http://missioncrossfit.com,(949) 351-4905,33.6264,-117.6886,12,Justin Yee,91.4307,7,Andrea Alvarado,93.8256
1049,1687,Nikao Strength CrossFit,11842 S 33rd W Ave,Sapulpa,OK,74066,United States,http://www.nikaostrength.com/crossfit,(918) 527-9395,35.9925,-96.0306,2,Trevor Bridges,87.5697,,,
1050,1688,CrossFit Fort Walton Beach,29 Jet Drive,Fort Walton Beach,FL,32548,United States,http://CrossFitFWB.com,(850) 499-4654,30.4134,-86.6169,9,Ryan Simmons,94.6679,2,Michele Polek,30.2922
1051,1689,CrossFit CenTex,502 Sparta Road,Belton,TX,76513,United States,http://www.CrossFitCentex.com,(254) 870-0870,31.083,-97.468,11,Steven Velkovski,97.297,3,Fabia Gomez Salas,83.4195
1052,1690,CrossFit Perth,4-5/87 Winton Road,Joondalup,WA,6027,Australia,http://www.crossfitperth.com.au,0061 404824038,-31.7447,115.7594,26,Benny Meikle,94.3436,13,Joanne Carter,91.2528
1053,1691,Reebok CrossFit FSF,Odijkerweg 9,Driebergen,Utrecht,3972 NE,Netherlands,http://www.crossfitfsf.com/,31613167747,52.0662,5.258,21,Tommy Kruizinga,96.9828,11,Ruth Van den Bogaard,9.5853
1054,1693,FallOut CrossFit,1238 Columbia Park Trail,Richland,WA,99352,United States,http://www.falloutcrossfit.com,(509) 735-0340,46.2383,-119.2341,4,Billy Bourgeois,76.551,1,Stacy McCullough,60.6102
1055,1694,NEPA CrossFit,180 Courtright Street,Wilkes Barre,PA,18702,United States,http://www.NEPACrossFit.com,(570) 579-3544,41.2903,-75.8486,36,Phil Semenza,99.5024,16,Samantha Menichini,99.5969
1056,1695,Adapt CrossFit,73 Oatley Ct,Belconnen,ACT,2617,Australia,http://www.adaptcrossfit.com/,61407900795,-35.2421,149.0597,23,Matt Reynolds,97.5256,13,Kristy Whiles,94.0733
1057,1696,CrossFit Monroe County,1717 East Avenue,Rochester,NY,14610,United States,http://monroecountycrossfit.com/,(585) 752-0440,43.146,-77.5585,10,Cody Duge,88.4805,12,Alexandra Avangelista,84.6839
1058,1697,CrossFit Green Bay,994 Parkview Rd.,Green Bay,WI,54304,United States,http://www.gbcrossfit.com,(920) 468-7232,44.4676,-88.0865,29,Chuck Brehm,99.4423,26,Tina Schmidt,96.3949
1059,1701,CrossFit TrainingClub Norrtalje,Albert Engströms Gata 1C,Norrtälje,,76146,Sweden,http://www.trainingclub.se,0046 76 89 99 426,59.7495,18.6776,9,Albin Torstensson,97.4039,1,Linda Thorström,93.0643
1060,1702,CrossFit Temecula,43475 Business Park Dr. #B,Temecula,CA,92590,United States,http://www.CrossFitTemecula.com,(760) 650-6878,33.5005,-117.1588,32,Isaac Morgan,96.0295,28,Caroline Jones,90.9705
1061,1703,CrossFit Fly,3835 Birch Street,Newport Beach,CA,92660,United States,http://www.crossfitfly.com,(949) 413-2564,33.6632,-117.8716,,,,,,
1062,1705,CrossFit Essex,224b High Street,Epping,England,CM16 4AQ,United Kingdom,http://www.crossfitessex.net,01992 579050,51.7,0.1128,8,Tom Beadle,93.0863,4,Amber Palmer,77.3435
1063,1706,CrossFit Wynwood,56 NE 29th St,Miami,FL,33137,United States,http://crossfitwynwood.com/,(305) 741-0730,25.8038,-80.1937,40,Eduardo Kerese,96.8728,13,Jennifer Esswein,98.2376
1064,1707,CrossFit South Kingstown,"1425 Kingstown Rd, Unit 12",Wakefield,RI,2879,United States,http://www.crossfitsouthkingstown.com/,(401) 284-1844,41.4545,-71.5043,5,Nicholas Agosta,80.6863,6,Nicole Lufkin,82.9258
1065,1708,CrossFit Havoc,1700 14th Ave East,Palmetto,FL,34221,United States,http://crossfithavoc.wordpress.com/,(580) 284-3310,27.5296,-82.5504,5,Dustin McArthur,93.0341,3,Tracy Rankin,98.5086
1066,1709,CrossFit Territory,6/56 Georgina Crescent,Palmerston,NT,831,Australia,http://www.crossfit-territory.com,61417813783,-12.4767,130.9912,34,Aaron Hicks,98.4539,18,Laura Mau,87.4621
1067,1710,CrossFit Grandview,880 Kinnear Road,Columbus,OH,43212,United States,http://www.crossfitgrandview.com/,(614) 481-8336,39.9977,-83.0321,89,Joseph Tortora,99.9708,44,Kyri-Ann Gold,99.0938
1068,1711,CrossFit Rowan,105 W Corriher Ave,Salisbury,NC,28144,United States,http://www.crossfitrowan.com/,(704) 239-8238,35.6876,-80.4832,12,Kris Bowen,94.2224,14,Scottie Shoaf,89.7277
1069,1713,CrossFit 516,7 Roselle Street,Mineola,NY,11501,United States,http://www.crossfit516.com/,(516) 280-4070,40.7534,-73.6379,45,Joe Silvestri,99.9559,22,Elyse Persico,99.861
1070,1714,Lamorinda CrossFit,1037 Blackwood Lane,Lafayette,CA,94549,United States,http://lamorindacrossfit.com/,(925) 284-9348,37.8946,-122.1124,8,Kyle Peterson,81.4907,4,Allison Thomason,85.3942
1071,1716,Hoosier CrossFit,340 South Walker Street,Bloomington,IN,47403,United States,http://www.hoosiercrossfit.com,(812) 340-0360,39.1635,-86.5467,20,Shaun Tieman,96.0248,17,Chloe Nelson,93.5097
1072,1717,CrossFit CM2,7 Russell Way,Chelmsford,England,CM1 3AA,United Kingdom,http://www.crossfitcm2.com,+44(0)7725233472,51.7217,0.4479,24,chris reddan,97.8617,12,Caroline Blay,78.4853
1073,1723,CrossFit Vacaville North,3777 Vaca Valley Parkway,Vacaville,CA,95688,United States,http://crossfitvvn.com,(707) 628-8740,38.3904,-121.9383,9,Buck Sullivan,91.857,7,Brenda Hernandez,9.8891
1074,1724,CrossFit Hammond,1342 Magnolia Ave,Hammond,LA,70403,United States,http://www.CrossFitHammond.com,(985) 687-2830,30.4903,-90.4594,19,Brian Huynh,99.353,18,Lindsay Lagreco,89.5844
1075,1725,CrossFit Vacaville,192 Bella Vista Dr. Suite D,Vacaville,CA,95687,United States,http://www.crossfitvacaville.com/,(707) 474-5292,38.3484,-121.9874,13,Nick VanGalio,69.608,9,Melissa Ruhlig,77.5843
1076,1726,Rocky Point CrossFit,1570 Booth Ave,Coquitlam,BC,V3K1B9,Canada,http://www.rockypointcrossfit.ca,(604) 340-2978,49.2392,-122.8505,12,Fernando Villasenor,92.4631,8,Andrea Shore,90.879
1077,1727,CrossFit Kitchener,50 Borden Ave S Unit 3,Kitchener,ON,N2G 3R5,Canada,http://crossfitkitchener.com,(519) 894-5054,43.4414,-80.4751,14,William MacGregor,88.7925,9,Erin Wendt,80.0449
1078,1728,Next Level CrossFit,22661 Lambert St. Suite 206,Lake Forest,CA,92630,United States,http://www.nextlevelcf.com/,(949) 215-0245,33.6333,-117.7146,2,Brian Caldwell,93.4611,2,Alexandra Bardales,97.9726
1079,1731,CrossFit Groruddalen,Prof. Birkelandsvei 32,Oslo,Oslo,N-1081,Norway,http://bbgoslo.no/crossfit/,4792603639,59.9418,10.8829,16,Christoffer Johnsen,88.5767,16,Marita Naess,99.0541
1080,1732,CrossFit Geelong,4 Lambert Avenue,Geelong,VIC,3220,Australia,http://www.crossfitgeelong.com.au,61352224660,-38.16,144.3394,35,Tom Lengyel,99.8931,24,Emily Townsend,98.4586
1081,1735,St. Hope CrossFit,2315 34th Street,Sacramento,CA,95817,United States,http://sthopecrossfit.typepad.com/my_weblog/,(916) 768-9616,,,,,,,,
1082,1736,CrossFit Eaton,203 1st St. Unit 3,Eaton,CO,80615,United States,http://www.crossfiteaton.com/,(970) 685-7844,40.5261,-104.7134,8,Kevin Contreras,70.5778,3,Christina Contreras,92.4766
1083,1738,CrossFit Timoro,409 W. Chicago Street,Jonesville,MI,49250,United States,http://www.CrossFitTimoro.com,(517) 990-2827,41.9798,-84.6712,11,Matthew Young,93.7849,16,Reanna Pickerign,9.0476
1084,1739,CrossFit Bartlett,5790 Ferguson Rd,Bartlett,TN,38134,United States,http://www.crossfitbartlett.com,(901) 388-9979,35.2011,-89.8696,10,Anthony Rogers,84.1804,5,Keionna Cox,7.9826
1085,1740,CrossFit Winnipeg,739 Lagimodiere Blvd,Winnipeg,MB,R2J 0T8,Canada,http://www.crossfitwinnipeg.com,(204) 414-9348,49.8643,-97.0626,10,Michael Higham,88.7495,11,Tanis Malkoske,58.7736
1086,1741,CrossFit Fringe,901 Old 63 N,Columbia,MO,65201,United States,http://crossfitfringe.com/,(573) 228-2233,38.9609,-92.3105,23,Cullen Ralphs,97.8797,9,Brooke Wells,99.9957
1087,1742,CrossFit Basel,Frankfurt-Strasse 36,Münchenstein,,4142,Switzerland,http://www.crossfitbasel.ch/impressum/,41787211287,47.5281,7.6072,40,Joel Wächter,98.8256,28,Alessia Joy Wälchli,99.7911
1088,1745,Iron Major CrossFit,185 4th Street,Fort Leavenworth,KS,66027,United States,http://www.ironmajorcrossfit.com,(254) 462-6566,,,12,Larry Geddings,80.6709,8,Stephanie Geddings,86.4765
1089,1747,CrossFit Grand Strand,201 E. Cox Ferry Rd,Conway,SC,29526,United States,http://www.crossfitgrandstrand.com,(843) 240-4248,33.8077,-79.0085,12,Ryan Goffigan,90.1323,7,Brittany Ethridge,86.1339
1090,1750,Coastal CrossFit Queensland,5 Technology Drive,Warana,QLD,4575,Australia,http://www.coastalcrossfit.com.au,(042) 270-4086,-26.7239,153.1284,18,Mitch Warner,94.7679,13,Megan Shroff,88.8258
1091,1751,Interactive CrossFit,"3800 Foothill Blvd, Ste A",La Crescenta,CA,91214,United States,http://www.crossfitsurvival.com,(818) 726-5214,34.2377,-118.2618,4,Christopher Van Buren,71.8452,3,Amy Rychlick,47.2274
1092,1752,CrossFit Downey,8232 Firestone Blvd,Downey,CA,90241,United States,http://www.crossfitdowney.com/,(562) 502-7677,33.9404,-118.1339,22,Austin Cooper,98.2928,15,Deanna Oliver,92.575
1093,1753,CrossFit Local,"7401 Rex Rd, Unit 105-B",Chapel Hill,NC,27516,United States,http://crossfitlocal.com,(919) 912-9348,35.9699,-79.0732,8,Justin Huckaby,96.4628,8,Marisa Marraccini,94.1
1094,1755,CrossFit Dublin,9 Hanover Street East,Dublin,Dublin 2,,Ireland,http://www.crossfitdublin.ie/,00353 851599410,53.3449,-6.2437,9,James Rankin,95.449,4,Lorraine Conwell,94.2407
1095,1756,CrossFit Aalborg,"Gasvoerksvej 30, 9000",Aalborg,Nordjylland,9000,Denmark,http://www.CrossFitAalborg.dk,28979349,57.0495,9.95,41,Mads Holt,96.2177,23,Celine Holmgaard,90.8117
1096,1757,CrossFit Tampere,Lokomonkatu 25 D,Tampere,L_nsi-Suomi,33900,Finland,http://www.crossfittampere.com,3.5845E+11,61.4785,23.769,10,Mikko Pesonen,98.5284,16,Julia Rissanen,95.361
1097,1758,CrossFit Solus,"2001 Skyline Drive
Suite D400",Sherman,TX,75092,United States,http://Crossfitsolus.com,(903) 267-1121,33.6532,-96.641,17,Josh Dodson,92.4844,13,Darya Bechtel,9.8589
1098,1763,CrossFit St Marys,Unit 4a Gallipoli Street,St Marys,NSW,2760,Australia,http://crossfitstmarys.blogspot.com/,(040) 990-0654,-33.7808,150.7699,26,Ethan McKay,95.609,24,Samantha Tunbridge,91.9285
1099,1764,CrossFit Montpellier,200 Chemin du Rieucoulon,Saint Jean de Védas,,34430,France,http://www.crossfitmontpellier.fr/,+33 9 50 90 63 90,43.5789,3.8499,34,William Altar,78.7276,14,Visseq Célia,9.9348
1100,1766,CrossFit Boom,698 East Kennedale Parkway,Kennedale,TX,76060,United States,http://www.crossfitboom.com/,(214) 499-3560,32.6395,-97.2143,17,Travis Durant,99.6406,5,Lacy Beckler,95.7425
1101,1767,DogTown CrossFit,3456 Motor Ave Unit F,Los Angeles,CA,90034,United States,http://www.dogtowncrossfit.com/,(310) 871-7048,34.0267,-118.4085,18,Thomas Hyland,98.3423,10,Keston Mendoza,99.8446
1102,1768,Rising CrossFit Ballantyne,11318 North Community House Rd. Ste. #210,Charlotte,NC,28277,United States,http://risingcrossfitballantyne.com/,(704) 453-4187,35.0564,-80.8354,6,Cameron McDonald,96.6617,10,Amanda Leigh,98.6666
1103,1770,CrossFit Summerside,50 Aerospace Blvd.,Summerside,PE,C1A 6Z5,Canada,http://www.crossfitsummerside.com,(902) 394-2484,46.4376,-63.8289,19,Benny Putt,96.9094,30,Kim Perry,96.2784
1104,1771,CrossFit Cicero,7687 Frontage Road,Cicero,NY,13039,United States,http://crossfittransformation.com/,(586) 850-8501,43.1463,-76.1165,,,,,,
1105,1773,CrossFit Brossard,1100 route Édouard VII,Saint-Philippe,QC,J0L 2K0,Canada,http://www.crossfitbrossard.com,(514) 973-1322,45.4011,-73.4599,23,Alexandre Villeneuve,90.4545,15,Claude Leblanc-Bazinet,89.3048
1106,1774,Maxability Sports and CrossFit,"359 Alfred Avenue, Building B",Teaneck,NJ,7666,United States,http://www.maxability.net,(551) 404-4294,40.8869,-73.9918,55,Al Sanzari,99.37,27,Kim Lambiase,98.878
1107,1777,Belt-Fed CrossFit,930 Idylwyld Dr N,Saskatoon,SK,S7L 0Z6,Canada,http://www.beltfedcrossfit.com,(306) 222-0191,,,,,,,,
1108,1778,CrossFit Modig,7048 E. County Line Road,Highlands Ranch,CO,80126,United States,http://www.crossfitmodig.com/,(720) 202-6283,39.5655,-104.9069,24,Cornelus Woudenberg,9.3179,31,Megan Halvorson,97.2157
1109,1779,MidCoast CrossFit,"39 Ragged Rock Rd, #2",Old Saybrook,CT,6475,United States,http://www.midcoastcrossfit.com,(860) 853-8028,41.3024,-72.3695,13,Erik Johnson,83.4047,10,Elizabeth Lynde,89.2237
1110,1781,CrossFit Hamar,Furuvellir 7,Akureyri,,600,Iceland,http://www.crossfithamar.is/,(354) 690-5209,65.6899,-18.0952,9,Valdimar Thengilsson,72.8038,6,Brynja Finnsdóttir,89.1072
1111,1782,Chesterfield CrossFit,"18161 Edison Ave.  
Units F,G and H",Chesterfield,MO,63005,United States,http://crossfitchesterfield.com/,(314) 677-7000,38.6631,-90.5771,9,Justin McPherson,91.3929,9,Megan Thomas,87.8764
1112,1783,CrossFit Pandora's Box,4847 Northpark Drive,Colorado springs,CO,80918,United States,http://www.CrossFitpandorasbox.com,(865) 360-0229,38.9003,-104.8265,34,Jared Enderton,99.9389,28,Afton Delvecchio,95.638
1113,1788,Paradigm CrossFit,"7011 Realm Drive, Suite A6",San Jose,CA,95119,United States,http://www.paradigmcrossfit.com/index.php,(408) 460-2609,37.2288,-121.7778,,,,3,Melody Miser-Varghese,96.3354
1114,1789,CrossFit Balance,"1111 14th Street, NW",Washington,DC,20005,United States,http://www.crossfitbalance.com,(908) 246-7840,38.9042,-77.0318,59,Craig Williams,99.757,27,Zoe Pond-McPherson,99.5391
1115,1790,CrossFit of Locust Grove,108 Park 42 Drive Suite D,Locust Grove,GA,30248,United States,http://www.crossfitoflocustgrove.com,(404) 516-1465,33.3761,-84.1238,19,Justin Boykin,96.5899,10,Karlee Beech,95.8512
1116,1791,CrossFit White Rock,"5815 Live Oaks Street, Suite 104",Dallas,TX,75214,United States,http://www.crossfitwhiterock.com,(206) 914-6686,32.8122,-96.7617,28,Nick Redmond,96.4905,9,Taylor Maeker,98.8305
1117,1792,CrossFit Fort Vancouver,"223 E. Reserve St., Unit 101",Vancouver,WA,98661,United States,http://crossfitfortvancouver.com/,(360) 989-7765,45.6229,-122.6534,66,Nathan McNicholas,99.2722,38,Jessica Core,99.9025
1118,1794,CrossFit Hood River,1813 Cascade Ave,Hood River,OR,97031,United States,http://www.crossfithoodriver.com,(971) 998-3041,45.7093,-121.5305,3,Cully Wiseman,77.9163,1,Shannon Westphal,34.1794
1119,1796,Ross Valley CrossFit,34 Greenfield Avenue,San Anselmo,CA,94960,United States,http://rossvalleycrossfit.com/,(415) 297-3656,37.9763,-122.5605,9,Jacob Jizrawi,94.4229,15,Betsy Chapman,98.399
1120,1800,CrossFit AMRAP,"9114 Virginia Road, Unit #110",Lake in the Hills,IL,60156,United States,http://www.crossfitamrap.com,(815) 519-1106,42.197,-88.2926,6,Mike Calderala,9.9591,8,Katie Kruse,99.0135
